timestamp,open,high,low,close
2019-06-25,71.4870,71.4870,71.2440,71.3500
2019-06-24,71.7960,71.8530,71.5810,71.7160
2019-06-23,71.8202,71.9800,71.5560,71.6030
2019-06-21,70.9960,72.0990,70.8710,71.7240
2019-06-20,71.6490,71.8200,70.8440,70.9855
2019-06-19,71.6790,71.7720,71.2810,71.5210
2019-06-18,72.1670,72.3490,71.4880,71.6478
2019-06-17,72.1840,72.4630,71.9180,72.1697
2019-06-16,72.1835,72.2391,71.9388,72.0960
2019-06-14,72.8040,72.8583,72.0440,72.1640
2019-06-13,73.1820,73.2640,72.6390,72.7889
2019-06-12,73.1110,73.4860,72.9720,73.1600
2019-06-11,73.2290,73.2662,72.8730,73.1074
2019-06-10,73.5300,73.5800,72.9980,73.2209
2019-06-09,73.5550,73.9760,72.6890,73.3686
2019-06-07,73.4060,73.6190,72.9790,73.4270
2019-06-06,73.3070,73.5912,73.0090,73.3945
2019-06-05,73.3360,73.5290,73.0542,73.2896
2019-06-04,73.4720,73.6570,73.0970,73.2973
2019-06-03,73.3300,73.5883,72.8710,73.4588
2019-06-02,73.5200,73.5700,73.0070,73.2060
2019-05-31,72.6550,73.2440,72.4410,73.2440
2019-05-30,72.3190,72.7751,72.1620,72.5480
2019-05-29,72.2100,72.8620,72.0400,72.2130
2019-05-28,72.0310,72.3460,71.8080,72.0720
2019-05-27,72.2660,72.3340,71.8270,72.0379
2019-05-26,72.1630,72.2790,72.1540,72.2330
2019-05-24,72.5260,72.5509,72.0430,72.2010
2019-05-23,71.8050,72.5710,71.6070,72.5355
2019-05-22,71.8550,71.9220,71.5722,71.7360
2019-05-21,72.0170,72.0740,71.7190,71.7630
2019-05-20,72.4830,72.4830,71.8420,71.9922
2019-05-19,72.2040,72.4940,72.1410,72.2619
2019-05-17,72.2450,72.3430,72.0080,72.2670
2019-05-16,72.4820,72.5130,71.8970,72.1943
2019-05-15,72.7110,72.8270,72.1780,72.4631
2019-05-14,73.3720,73.5407,71.9820,72.6971
2019-05-13,73.3300,73.6770,73.0730,73.2830
2019-05-12,73.1670,73.4080,72.9266,73.1641
2019-05-10,73.2040,73.5910,72.9830,73.1600
2019-05-09,72.8550,73.6140,72.6980,73.0480
2019-05-08,73.1830,73.2750,72.5960,72.8464
2019-05-07,73.1320,73.2310,72.6810,73.1991
2019-05-06,73.1350,73.3060,72.7610,73.1147
2019-05-05,72.6940,73.3050,72.6440,73.1283
2019-05-03,73.1380,73.3100,72.6040,72.8640
2019-05-02,72.5490,73.4072,72.3920,73.1170
2019-05-01,72.4520,72.8487,72.4040,72.5212
2019-04-30,72.1430,72.8076,72.0200,72.4660
2019-04-29,72.1590,72.3310,71.7820,72.1322
2019-04-28,72.3240,72.4440,72.0560,72.1139
2019-04-26,71.9800,72.4100,71.8480,72.1220
2019-04-25,71.8240,72.3010,71.5600,71.9668
2019-04-24,71.4840,72.0500,71.3470,71.7927
2019-04-23,71.8310,71.8630,71.3370,71.4626
2019-04-22,71.8670,72.0150,71.6460,71.7640
2019-04-21,71.9470,72.0206,71.8720,71.8720
2019-04-19,71.7770,72.0420,71.7770,72.0130
2019-04-18,72.1760,72.4372,71.6090,71.7710
2019-04-17,72.2800,72.4490,71.9440,72.1925
2019-04-16,72.7110,72.7980,72.1090,72.1570
2019-04-15,72.7400,72.8710,72.4980,72.6500
2019-04-14,72.6430,73.0360,72.5420,72.7807
2019-04-12,72.7000,72.9450,72.4500,72.5440
2019-04-11,72.4830,72.8340,72.0190,72.6742
2019-04-10,73.0960,73.1280,72.3100,72.4519
2019-04-09,73.0690,73.2260,72.7930,73.0843
2019-04-08,73.5920,73.6000,72.9260,73.0420
2019-04-07,73.3230,73.6000,73.1620,73.2917
2019-04-05,73.4500,73.5610,72.9400,72.9460
2019-04-04,73.3280,73.5440,73.1120,73.4241
2019-04-03,73.2670,73.4900,73.0000,73.1950
2019-04-02,73.1030,73.4404,72.9460,73.2204
2019-04-01,73.6930,74.0140,72.9560,73.0769
2019-03-31,73.7940,73.9380,73.4021,73.5869
2019-03-29,72.8190,73.8390,72.3790,73.5540
2019-03-28,72.9310,73.2960,72.5680,72.8165
2019-03-27,72.6050,73.2038,72.3810,72.9110
2019-03-26,72.3780,72.8547,72.2300,72.5795
2019-03-25,72.9590,73.1540,72.1820,72.3573
2019-03-24,72.8340,73.0680,72.4920,72.8110
2019-03-22,72.6350,73.1554,72.2010,73.0250
2019-03-21,72.9060,73.0630,72.3460,72.6024
2019-03-20,73.0660,73.1976,72.6960,72.8793
2019-03-19,72.8900,73.2271,72.8140,72.9970
2019-03-18,73.4230,73.6000,72.7680,72.9062
2019-03-17,73.5232,73.5646,73.2460,73.3340
2019-03-15,74.0050,74.1720,73.2160,73.4070
2019-03-14,74.0630,74.1120,73.8110,74.0016
2019-03-13,74.0550,74.1752,73.7600,74.0474
2019-03-12,74.2050,74.2660,73.8800,74.0572
2019-03-11,74.6220,74.6606,73.9777,74.1260
2019-03-10,74.6050,74.7127,74.4790,74.6441
2019-03-08,74.1510,74.7122,73.9900,74.5880
2019-03-07,74.5880,74.7205,73.9620,74.1443
2019-03-06,74.3620,74.6926,74.2220,74.5879
2019-03-05,74.4970,74.5816,73.9890,74.3559
2019-03-04,75.0100,75.0420,74.2610,74.4752
2019-03-03,75.0340,75.0730,74.7320,75.0258
2019-03-01,74.8370,75.0160,74.6410,74.9220
2019-02-28,74.7800,75.0770,74.6490,74.9410
