timestamp,open,high,low,close
2019-06-25,62.7605,62.7605,62.5544,62.6016
2019-06-24,63.0649,63.1185,63.0438,63.0915
2019-06-23,63.0000,63.4294,62.9780,63.1050
2019-06-21,62.8313,63.7824,62.8244,63.0000
2019-06-20,63.7733,63.7738,62.8040,62.8313
2019-06-19,63.9783,64.0951,63.5289,63.7637
2019-06-18,64.2884,64.3889,63.8813,64.0137
2019-06-17,64.3500,65.1178,64.0962,64.2884
2019-06-16,64.3670,64.4647,64.1520,64.3510
2019-06-15,64.3670,64.3670,64.3670,64.3670
2019-06-14,64.5251,64.6050,64.1775,64.3670
2019-06-13,64.7981,64.8798,64.4650,64.5251
2019-06-12,64.5173,64.9490,64.4713,64.7924
2019-06-11,64.7254,64.7463,64.4050,64.5173
2019-06-10,64.8436,65.1859,64.2387,64.7148
2019-06-09,64.7710,65.4108,64.5814,64.9614
2019-06-07,65.0618,65.1510,64.4029,64.4029
2019-06-06,65.2854,65.3450,64.7010,65.0618
2019-06-05,65.1514,65.3950,64.9245,65.2759
2019-06-04,65.3364,65.4450,64.9633,65.1606
2019-06-03,65.5410,65.7221,65.1300,65.3231
2019-06-02,65.6393,65.9150,65.3773,65.6275
2019-05-31,65.1780,65.6293,65.0782,65.5660
2019-05-30,64.9000,65.9924,64.8330,65.2498
2019-05-29,64.6439,65.3887,64.6100,64.9000
2019-05-28,64.3710,64.8537,64.3101,64.6612
2019-05-27,64.4500,64.5240,64.2790,64.3400
2019-05-26,64.4190,64.4680,64.3867,64.4545
2019-05-25,64.4190,64.4190,64.4190,64.4190
2019-05-24,64.8198,64.8910,64.3680,64.4300
2019-05-23,64.3448,64.9529,64.3369,64.8198
2019-05-22,64.3915,64.4839,64.1105,64.3448
2019-05-21,64.4747,64.6220,64.2876,64.3536
2019-05-20,64.7457,64.9332,64.3902,64.4700
2019-05-19,64.7500,64.9269,64.6740,64.9192
2019-05-17,64.6131,64.7975,64.5155,64.7747
2019-05-16,64.6585,64.7320,64.3567,64.6131
2019-05-15,64.8799,65.0252,64.4087,64.6585
2019-05-14,65.2627,65.4388,64.6931,64.8753
2019-05-13,65.1148,67.0871,65.0451,65.3168
2019-05-12,65.0870,65.3327,64.9119,65.2558
2019-05-10,65.2363,65.4500,65.0150,65.1761
2019-05-09,65.0694,65.5418,64.9224,65.2382
2019-05-08,65.4108,65.4240,64.8750,65.0600
2019-05-07,65.3045,65.4560,64.7500,65.3717
2019-05-06,65.2902,65.5032,65.0150,65.2920
2019-05-05,65.0820,65.5900,65.0570,65.2902
2019-05-03,65.4216,65.5988,64.9817,65.1236
2019-05-02,64.7452,65.6078,64.6840,65.5745
2019-05-01,64.6043,64.9600,64.4687,64.7454
2019-04-30,64.5110,65.0060,64.2955,64.6043
2019-04-29,64.6847,64.8100,64.3712,64.4890
2019-04-28,64.7940,64.9952,64.6599,64.7005
2019-04-26,64.6322,64.8895,64.3838,64.7950
2019-04-25,64.3499,64.9788,64.1940,64.5967
2019-04-24,63.6956,64.5833,63.6467,64.3327
2019-04-23,63.8074,64.0760,63.6200,63.6870
2019-04-22,64.0307,64.0682,63.7190,63.7790
2019-04-21,64.0240,64.0504,63.8894,63.9140
2019-04-20,64.0240,64.0240,64.0240,64.0240
2019-04-19,63.8895,64.0971,63.8286,64.0257
2019-04-18,63.9084,64.1721,63.7084,63.8487
2019-04-17,64.0024,64.1060,63.7425,63.8685
2019-04-16,64.3284,64.4490,63.9067,64.0530
2019-04-15,64.3984,64.4525,64.1387,64.2973
2019-04-14,64.2800,64.8638,64.1990,64.3378
2019-04-12,64.5643,64.6301,64.0925,64.2900
2019-04-11,64.2617,64.7080,64.2160,64.5600
2019-04-10,64.8867,65.0947,64.1750,64.2710
2019-04-09,64.9019,65.3832,64.6032,64.8672
2019-04-08,65.3443,65.6407,64.7749,64.8980
2019-04-07,65.2840,65.5929,65.2595,65.5867
2019-04-06,65.2840,65.2840,65.2840,65.2840
2019-04-05,65.4442,65.5240,65.0398,65.3073
2019-04-04,65.1760,65.6066,65.0920,65.4390
2019-04-03,65.3524,65.4647,65.0033,65.1960
2019-04-02,65.2190,65.6196,65.1830,65.3619
2019-04-01,65.5878,65.8799,65.1083,65.2510
2019-03-31,65.6690,65.7900,65.4479,65.6573
2019-03-30,65.6690,65.6690,65.6690,65.6690
2019-03-29,64.9510,65.7526,64.5668,65.6743
2019-03-28,64.8478,65.2870,64.5240,64.8390
2019-03-27,64.3835,64.9814,64.2767,64.8170
2019-03-26,63.9728,64.4719,63.9350,64.3780
2019-03-25,64.5422,64.7725,63.8742,63.9580
2019-03-24,64.5960,64.6800,64.1752,64.5790
2019-03-22,63.8293,64.8276,63.6655,64.5960
2019-03-21,63.8168,63.9462,63.6018,63.7418
2019-03-20,64.3286,64.3920,63.6248,63.8168
2019-03-19,64.3339,64.5790,64.1425,64.3286
2019-03-18,64.8097,64.9292,64.0975,64.2941
2019-03-17,64.7930,64.9785,64.7376,64.8100
2019-03-16,64.7930,64.7930,64.7930,64.7930
2019-03-15,65.4678,65.5220,64.7345,64.8178
2019-03-14,65.3320,65.5920,65.2660,65.4430
2019-03-13,65.5860,65.6680,65.1510,65.3120
2019-03-12,65.8676,65.9607,65.5011,65.5844
2019-03-11,66.4567,66.4572,65.8018,65.8680
2019-03-10,66.3200,66.5164,66.2939,66.4187
2019-03-09,66.3190,66.3190,66.3190,66.3190
2019-03-08,66.2251,66.5147,66.2010,66.3896
