timestamp,open,high,low,close,volume
2019-08-09,197.9900,203.5300,192.5800,200.9900,173014700
2019-08-02,208.4600,221.3700,201.6300,204.0200,219770500
2019-07-26,203.6500,209.7300,203.6100,207.7400,87153200
2019-07-19,204.0900,206.5000,202.3600,202.5900,87433200
2019-07-12,200.8100,204.3900,198.4100,203.3000,101600700
2019-07-05,203.1700,205.0800,200.6500,204.2300,72879400
2019-06-28,198.5400,201.5700,195.2900,197.9200,117368500
2019-06-21,192.9000,200.8500,192.1700,198.7800,131658900
2019-06-14,191.8100,196.7900,190.3000,192.7400,111843100
2019-06-07,175.6000,191.9200,170.2700,190.1500,154348200
2019-05-31,178.9200,180.5900,174.9900,175.0700,104691400
2019-05-24,183.5200,188.0000,177.8100,178.9700,156970100
2019-05-17,187.7100,192.4700,182.8500,189.0000,186415500
2019-05-10,204.2900,208.8400,192.7700,197.1800,173663600
2019-05-03,204.4000,215.3100,199.1100,211.7500,186455600
2019-04-26,202.8300,208.4800,202.1200,204.3000,97495400
2019-04-18,198.5800,204.1500,198.0100,203.8600,96335600
2019-04-12,196.4200,202.8500,196.2100,198.8700,132006700
2019-04-05,191.6400,197.1000,188.3800,197.0000,111540400
2019-03-29,191.5100,192.8800,184.5800,189.9500,167838600
2019-03-22,185.8000,197.6900,184.7300,191.0500,182343300
2019-03-15,175.4900,187.3300,175.3500,186.1200,158133500
2019-03-08,175.6900,177.7500,169.5000,172.9100,116779800
2019-03-01,174.1600,175.8700,172.7300,174.9700,120880600
2019-02-22,169.7100,173.3200,169.4900,172.9700,81250100
2019-02-15,171.0500,172.4800,169.2500,170.4200,112229600
2019-02-08,167.4100,175.5700,167.2800,170.4100,151398400
2019-02-01,155.7900,169.0000,153.6600,166.5200,202296800
2019-01-25,156.4100,158.1300,151.7000,157.7600,112501600
2019-01-18,150.8500,157.8800,149.2200,156.8200,155292000
2019-01-11,148.7000,154.5300,145.9000,152.2900,203706100
2019-01-04,158.5300,159.3600,142.0000,148.2600,221962500
2018-12-28,148.1500,158.5200,146.5900,156.2300,191160200
2018-12-21,165.4500,168.3500,149.6300,150.7300,287694300
2018-12-14,165.0000,172.5700,163.3300,165.4800,217537700
2018-12-07,184.4600,184.9400,168.3000,168.4900,167526800
2018-11-30,174.2400,182.8000,170.2600,178.5800,213749900
2018-11-23,190.0000,190.7000,172.1000,172.2900,164498700
2018-11-16,199.0000,199.8500,185.9300,193.5300,242226500
2018-11-09,204.3000,210.1200,198.1700,204.4700,191199400
2018-11-02,219.1900,222.3600,205.4300,207.4800,270606300
2018-10-26,219.7900,224.2300,212.6700,216.3000,185599600
2018-10-19,221.1600,222.9900,213.0000,219.3100,148520400
2018-10-12,222.2100,227.2700,212.3200,222.1100,192007800
2018-10-05,227.9500,233.4700,220.5800,224.2900,142666300
2018-09-28,216.8200,226.4400,216.6300,225.7400,129343100
2018-09-21,222.1500,222.9500,215.3000,217.6600,218746100
2018-09-14,220.9500,228.3500,216.4700,223.8400,198249900
