timestamp,open,high,low,close,volume
2020-05-08,601.0000,626.8000,591.2000,598.6000,1276342
2020-04-30,577.6000,613.0000,575.6000,604.0000,1015985
2020-04-24,576.0000,584.8000,560.4000,574.0000,747376
2020-04-17,608.8000,611.6000,559.0000,574.8000,715959
2020-04-10,600.0000,640.0000,591.2000,609.6000,809298
2020-04-03,540.0000,604.8000,535.0000,591.8000,989406
2020-03-27,514.4000,690.0000,501.8000,550.0000,3259086
2020-03-20,594.3708,617.0000,501.7493,521.6000,3206865
2020-03-13,746.4000,809.8000,670.0000,670.0000,1012927
2020-03-06,846.0000,875.0000,811.0000,829.2000,919547
2020-02-28,913.8000,919.2000,772.0000,827.0000,746485
2020-02-21,904.0000,927.6000,893.0000,923.2000,346176
2020-02-14,921.0000,921.0000,899.0000,904.0000,364275
2020-02-07,905.0000,925.0000,885.4000,920.8000,565440
2020-01-31,895.0000,930.0000,880.8000,905.0000,990918
2020-01-24,877.0000,920.0000,849.2000,907.0000,905758
2020-01-17,795.0000,872.4000,795.0000,866.8000,822040
2020-01-10,791.8000,801.2000,762.8000,795.0000,548294
2020-01-03,765.0000,785.0000,764.0000,781.0000,68895
2019-12-30,763.8000,769.0000,756.0000,764.0000,97929
2019-12-27,775.0000,779.6000,758.2000,764.0000,325501
2019-12-20,750.2000,784.6000,748.6000,775.0000,654345
2019-12-13,751.2000,756.0000,745.0000,750.0000,652693
2019-12-06,760.0000,768.0000,739.8000,748.4000,271715
2019-11-29,763.0000,770.2000,751.0000,760.0000,181566
2019-11-22,770.2000,776.2000,751.6000,763.0000,218458
2019-11-15,747.0000,786.8000,745.4000,770.2000,524839
2019-11-08,715.4000,752.8000,713.6000,748.6000,382177
2019-11-01,716.0000,720.4000,708.0000,713.4000,225166
2019-10-25,705.0000,729.6000,701.4000,715.0000,259657
2019-10-18,716.0000,718.8000,702.8000,704.4000,237439
2019-10-11,712.0000,723.0000,706.0000,714.6000,206324
2019-10-04,732.0000,744.4000,706.0000,706.8000,163013
2019-09-27,745.4000,750.8000,716.0000,731.0000,135442
2019-09-20,757.4000,764.0000,742.0000,745.4000,131060
2019-09-13,754.2000,758.6000,741.2000,754.0000,118530
2019-09-06,760.0000,765.6000,739.4000,753.0000,195356
2019-08-30,706.0000,765.0000,701.4000,763.4000,237213
2019-08-23,716.6000,733.0000,704.4000,710.4000,119871
2019-08-16,753.8000,757.4000,692.0000,715.0000,223347
