timestamp,open,high,low,close,volume
2020-04-24,862.2000,880.8000,850.4000,862.4000,5868071
2020-04-17,899.0000,901.4000,853.4000,864.6000,4764256
2020-04-10,887.0000,905.0000,876.6000,900.0000,5144152
2020-04-03,813.8000,885.0000,807.2000,882.0000,7568692
2020-03-27,790.0000,892.0000,780.0000,825.4000,7957431
2020-03-20,776.8000,845.8000,762.0000,812.6000,8227182
2020-03-13,772.0000,856.6000,770.0000,776.8000,10124248
2020-03-06,832.6000,846.8000,792.6000,808.6000,9536610
2020-02-28,899.2000,909.6000,807.4000,814.6000,9746744
2020-02-21,930.2000,933.6000,908.0000,908.0000,4895209
2020-02-14,934.2000,943.0000,919.2000,928.0000,4275883
2020-02-07,909.8000,935.4000,904.2000,935.4000,6472965
2020-01-31,946.6000,953.0000,911.4000,911.4000,5193716
2020-01-24,980.0000,1000.0000,946.0000,956.2000,5083875
2020-01-17,942.0000,978.0000,936.0000,977.2000,6439574
2020-01-10,936.2000,937.4000,918.0000,937.4000,2904304
2020-01-03,943.4000,947.4000,938.4000,945.8000,572085
2019-12-30,940.0000,943.8000,936.0000,937.6000,477444
2019-12-27,926.4000,943.0000,920.4000,938.2000,2110138
2019-12-20,920.2000,930.0000,914.6000,926.4000,4906689
2019-12-13,885.0000,920.0000,881.2000,918.4000,5857330
2019-12-06,884.2000,891.0000,865.0000,883.0000,5862453
2019-11-29,903.8000,920.8000,898.8000,908.0000,7581416
2019-11-22,883.2000,906.8000,880.0000,901.8000,6542793
2019-11-15,908.8000,916.2000,875.2000,881.4000,7311216
2019-11-08,895.2000,938.4000,895.0000,909.6000,7334771
2019-11-01,880.0000,906.2000,878.2000,893.2000,5613668
2019-10-25,879.8000,882.2000,870.2000,878.4000,5541081
2019-10-18,897.8000,899.6000,864.0000,881.0000,6552823
2019-10-11,879.0000,906.4000,862.2000,893.4000,6278975
2019-10-04,945.4000,950.2000,869.8000,876.8000,7729982
2019-09-27,966.0000,966.6000,935.0000,944.4000,4450110
2019-09-20,991.0000,1003.6000,956.8000,965.0000,6010305
2019-09-13,1002.8000,1023.8000,993.6000,1014.0000,4931266
2019-09-06,1000.2000,1008.8000,982.4000,992.8000,4668713
2019-08-30,942.0000,1002.8000,937.2000,1002.8000,4746490
