timestamp,open,high,low,close,volume
2019-11-14,1304.0000,1309.3500,1292.1470,1306.5100,3379881
2019-11-08,1276.1100,1322.6500,1276.1100,1309.0000,7796600
2019-11-01,1275.0000,1299.2400,1249.4800,1272.2500,10399900
2019-10-25,1248.7000,1268.0000,1239.8500,1264.3000,5478300
2019-10-18,1213.8900,1263.7500,1211.8800,1244.4100,5822400
2019-10-11,1207.0000,1228.7500,1189.4800,1215.7100,4412300
2019-10-04,1220.6000,1232.8600,1163.1400,1210.9600,6732700
2019-09-27,1226.5699,1248.0200,1209.2000,1225.9500,7034400
2019-09-20,1230.4399,1244.3400,1216.4700,1229.8400,6035500
2019-09-13,1207.0800,1242.4200,1193.1700,1240.0300,6930900
2019-09-06,1181.8500,1214.0000,1163.7100,1206.3199,4629300
2019-08-30,1159.4500,1200.3500,1154.8500,1190.5300,4956800
2019-08-23,1191.8300,1209.3900,1150.0000,1153.5800,5620700
2019-08-16,1180.0000,1205.4300,1161.0700,1179.2100,6967500
2019-08-09,1172.9700,1206.2800,1142.7500,1188.9000,8253700
2019-08-02,1242.5000,1248.9900,1190.0000,1196.3200,9014700
2019-07-26,1135.4700,1268.3900,1123.7100,1245.2200,12636600
2019-07-19,1145.3400,1158.5800,1131.2500,1131.5500,5734400
2019-07-12,1125.8700,1153.1822,1107.1500,1145.3400,6897600
2019-07-05,1101.0400,1134.6500,1095.3300,1132.6650,4988700
2019-06-28,1120.0000,1123.5700,1073.6870,1082.8000,7416400
2019-06-21,1089.1000,1126.5700,1088.0000,1125.3700,7790100
2019-06-14,1077.0000,1104.0050,1069.6000,1086.3000,6554200
2019-06-07,1066.9300,1073.4300,1027.0300,1068.3700,13861900
2019-05-31,1141.4800,1156.5396,1103.3500,1106.5000,5342400
2019-05-24,1153.0000,1163.7800,1133.1600,1138.6100,5687900
2019-05-17,1145.2400,1194.1600,1121.4725,1168.7800,10299500
2019-05-10,1172.0000,1195.4300,1146.3700,1167.6400,7755200
2019-05-03,1280.5100,1296.9750,1158.3300,1189.5500,18328600
2019-04-26,1236.6700,1278.9100,1233.4893,1277.4200,6646000
2019-04-18,1224.0900,1245.9400,1214.5600,1241.4700,5076700
2019-04-12,1211.1100,1223.0500,1198.3800,1222.7300,4911900
2019-04-05,1187.5400,1220.6428,1186.3600,1211.4500,5460400
2019-03-29,1199.5600,1209.4400,1163.4300,1176.8900,7052400
2019-03-22,1189.6900,1236.4400,1181.4760,1207.6500,7915500
2019-03-15,1152.0000,1207.1230,1151.5700,1190.3000,8866400
2019-03-08,1154.5600,1176.4900,1130.2000,1149.9700,7648300
2019-03-01,1121.9300,1150.0000,1106.7000,1148.5200,7241700
2019-02-22,1116.6400,1130.9300,1097.9800,1116.5600,5438900
2019-02-15,1103.7500,1142.8500,1100.0000,1119.6300,6525400
